Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP271700YC,Injury Crash,,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,7593B276-B7A9-4912-9C15-7770B501B799,Yes,NO APPARENT INJURY,"N/A, WET",OTHER DISTRACTION,,DISABLING,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,West,35.0,No,2013.0,HYUNDAI,4DR,39.10178833,-77.134855,01:32:00,Sunday,2023-12-03
MCP3127002S,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,0E603190-917E-4D20-B1C8-7CBA61D9873E,Yes,NO APPARENT INJURY,,UNKNOWN,DC,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2018.0,NISSAN,ALTIMA,38.99771283,-77.04606733,20:08:00,Saturday,2023-10-28
MCP2347004L,Injury Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,9A364B1B-2A09-4F10-81CE-6A20639B4227,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,55.0,No,2007.0,TOYOTA,CAMRY,39.10410467,-76.93306567,07:02:00,Saturday,2023-12-16
DM8386000B,Property Damage Crash,,SINGLE VEHICLE,RAINING,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,026DB317-9C8B-4085-94C2-1DD47A10C2B6,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,PARKING,East,0.0,No,2013.0,HYUN,4S,39.05332,-76.92878833,09:35:00,Thursday,2015-11-12
MCP23940051,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,3B316207-DF8F-49E8-B322-C8085DB50131,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,20.0,No,2007.0,HONDA,FIT,38.99144333,-77.01157333,17:39:00,Tuesday,2023-09-05
MCP2425009H,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,88EC390A-537A-4A38-BAA6-31FBB9288004,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,MAKING LEFT TURN,South,30.0,No,2000.0,THOMAS,BUS,39.039195,-76.99063667,06:51:00,Thursday,2017-06-15
EJ7888005F,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,651E8D05-D510-4EA2-9900-26931C946A12,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,ELEVEN OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,South,45.0,No,2017.0,TOYT,TK,39.10470077,-77.2199417,17:55:00,Thursday,2023-11-16
MCP28950033,Property Damage Crash,,OTHER,,,DAYLIGHT,,UNKNOWN,,367D4309-EDC2-400C-93EA-52AD98F0493E,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,South,15.0,No,2004.0,NISSAN,TK,39.17927833,-77.26399833,15:00:00,Thursday,2023-11-02
MCP29170035,Injury Crash,,HEAD ON LEFT TURN,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,C6158DF0-3FE7-44FA-9C70-0AC855BAB242,No,SUSPECTED SERIOUS INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,NJ,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45.0,No,2005.0,NISSAN,QUEST,39.06894731,-77.07546791,19:10:00,Thursday,2018-11-15
EJ78950047,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,5E999127-E874-4EF2-ABBE-1032EA9EE82D,Yes,NO APPARENT INJURY,,UNKNOWN,,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,25.0,No,2017.0,KIA,SOUL,39.13353052,-77.19040187,10:02:00,Tuesday,2023-08-15
MCP263900G9,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BA3C7B7A-C227-4C34-A82C-6E7FCAE58A5A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2000.0,TOYOTA,COROLLA,39.011638,-77.15539167,15:05:00,Monday,2023-11-06
MCP1213008W,Injury Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CB3AAAE5-2775-4836-8666-0B7320ABD67B,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,XX,DESTROYED,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,30.0,No,2011.0,ACUR,SD,39.14943833,-77.01226167,16:35:00,Wednesday,2023-12-13
MCP3238002S,Property Damage Crash,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B65D170F-D6BF-41DE-8C61-9FA390E4A6EA,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,SUPERFICIAL,TWO OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,South,30.0,No,2022.0,NFLY,548,38.99665061,-77.02781858,12:22:00,Thursday,2023-10-26
MCP2586006W,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,9247D2EA-C1DE-45D9-A045-ECEFC5D84D2D,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,40.0,No,2016.0,MERCEDES,GLC,39.17552371,-77.23801416,17:30:00,Saturday,2023-12-16
MCP2906003D,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,,,8F66DE6E-D160-442C-BAD7-78E68F0DEDA8,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,45.0,No,2015.0,HONDA,CIVIC,39.13468333,-77.20579167,19:00:00,Friday,2023-12-22
MCP3267001Z,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,A50C7D2A-B30A-4B6D-A6F9-A4BAB0475BB1,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,West,35.0,No,2017.0,GILG,BU,39.055775,-77.08178667,20:30:00,Tuesday,2023-09-19
MCP93180038,Property Damage Crash,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,24048F12-005D-416C-A7A4-34379EC34948,Yes,NO APPARENT INJURY,,UNKNOWN,,DISABLING,TWO OCLOCK,PICKUP TRUCK,STARTING FROM LANE,South,40.0,No,2008.0,TOYOTA,TACOMA,39.01721581,-76.97727905,20:49:00,Wednesday,2023-10-25
MCP29670051,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ILLEGAL DRUG PRESENT,,FBB4A9B0-B4A8-42E2-A266-5148753F6C88,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35.0,No,2007.0,TOYOTA,COROLLA,38.9992735,-77.07684383,18:07:00,Thursday,2023-12-21
MCP3113005M,Property Damage Crash,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,,,0173F582-B858-423B-8070-44472FC57DD8,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,SUPERFICIAL,ONE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,East,30.0,No,2000.0,FORD,UTILIMASTER,39.06495127,-76.97151819,14:45:00,Tuesday,2023-11-21
MCP2496001W,Injury Crash,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FFDC8906-1FB5-4509-8E08-F8D93A912D4F,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,East,45.0,No,2015.0,HONDA,CB,39.01240667,-77.00263667,09:20:00,Saturday,2020-10-10
MCP13780153,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3D849AF2-2175-469D-8C6A-F85042D7C6A4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40.0,No,2022.0,HYUN,ELANTRA,39.311659,-77.19804367,10:48:00,Friday,2023-07-28
EJ7871006T,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,19BD2966-F511-4AE7-A97A-40C290AD70A1,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25.0,No,2008.0,NISSAN,SENTRA,39.14764502,-77.19258855,23:38:00,Thursday,2023-10-26
MCP27220052,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,40EDAD85-7AF0-4669-B47C-D893D47A7B9B,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35.0,No,2009.0,VOLK,TIGUAN,39.08028302,-77.07763848,20:31:00,Friday,2023-12-22
MCP3019000F,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,834A76B0-BA31-4736-BF3F-906DBDDF318C,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,ACCELERATING,South,30.0,No,2010.0,CHEVY,SILVERADO,39.02217,-77.10303833,09:16:00,Tuesday,2017-02-14
MCP3113005F,Property Damage Crash,,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,683BD5F8-A9EF-4DFC-B038-D347201DD8CB,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30.0,No,2014.0,HYUNDAI,SONATA,39.03966871,-76.99059943,07:30:00,Thursday,2023-10-05
MCP33760013,Injury Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,97995EEE-B3DC-45E8-9B50-B27250FCEC2F,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,NH,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35.0,No,2015.0,SUBA,OUTBACK,39.095687,-77.00191083,19:32:00,Friday,2023-08-18
MCP3353001K,Property Damage Crash,,SAME DIRECTION RIGHT TURN,,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,,,698FA578-FC60-4018-8B21-B42227A83541,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2023.0,HOND,HB,39.05841133,-77.16134684,20:01:00,Wednesday,2023-08-30
MCP1378016F,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,5F552FD1-5D8D-4AFB-BD2F-FD29FA1BE47C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35.0,No,2010.0,MAZD,3,39.05454333,-77.14359433,17:59:00,Tuesday,2023-11-07
MCP3325002M,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,7103942A-EDB7-43F1-A985-3DB2341098E6,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,50.0,No,2019.0,INFI,UT,39.073349,-76.95543467,17:20:00,Wednesday,2023-12-20
MCP3229001S,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,73411A61-9AEE-428C-BE21-7587E3368733,Yes,NO APPARENT INJURY,"N/A, V WIPERS|W OTHER ENVIRONMENTAL",NOT DISTRACTED,MD,SUPERFICIAL,FIVE OCLOCK,OTHER,MOVING CONSTANT SPEED,East,10.0,No,2019.0,MACK,TK,38.95429683,-77.10145583,08:15:00,Monday,2023-12-11
MCP29680058,Injury Crash,,OPPOSITE DIR BOTH LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,,,AA9E28B2-7AC7-4E5A-AEDC-82AFAE549855,Yes,SUSPECTED MINOR INJURY,,UNKNOWN,MD,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,0.0,No,2017.0,MERZ,C300,39.042175,-77.15858167,10:16:00,Wednesday,2023-11-29
MCP3174004H,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AA4688CC-2003-4F28-9769-A180496AC569,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,PA,DESTROYED,SIX OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35.0,No,2006.0,TOYOTA,SOLARA,39.15741717,-77.22291867,08:18:00,Monday,2023-10-09
MCP2118001T,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DARK NO LIGHTS,,NONE DETECTED,,00B8773A-0A58-4DDE-B6FF-05804C23D503,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,SIX OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,45.0,No,2015.0,HYUNDAI,GEN,39.214598,-77.23893867,00:06:00,Sunday,2023-12-03
MCP33620026,Property Damage Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2D6E376A-4BEE-412B-AA98-21AFAA07F2F8,No,NO APPARENT INJURY,,NO DRIVER PRESENT,MD,FUNCTIONAL,ELEVEN OCLOCK,VAN,PARKED,,25.0,Yes,2000.0,FORD,MAIL TRUCK,39.04312333,-76.994665,13:01:00,Friday,2023-11-17
MCP3263003P,Injury Crash,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4187DAB6-9C1C-4BBA-9362-307C5C766E3C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,25.0,No,2021.0,VOLVO,XC90,38.98909,-77.095165,15:45:00,Saturday,2023-09-02
MCP3109008B,Property Damage Crash,,HEAD ON,CLEAR,DRY,UNKNOWN,NO CONTROLS,UNKNOWN,,43BAB372-D3A9-4FC3-95B6-318FB15BBCCB,Yes,NO APPARENT INJURY,,UNKNOWN,,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,UNKNOWN,East,25.0,No,2007.0,HONDA,ACCORD,38.99996378,-76.98602418,07:00:00,Friday,2023-09-15
EJ78580083,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,440394AD-B633-4CD7-A035-C2295207D70F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35.0,No,2015.0,TOYOTA,COROLLA,39.14418917,-77.2250587,09:29:00,Sunday,2023-10-08
MCP27710036,Injury Crash,,OTHER,CLOUDY,,DAYLIGHT,NO CONTROLS,,,DBB742D4-96C7-4D78-8FF2-7B8F19BB2561,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,PARKED,,0.0,Yes,2002.0,HONDA,CR-V,39.07949327,-77.07962236,10:03:00,Friday,2023-12-29
MCP31680062,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,5C8388D5-EAFA-42C7-8477-CCC20BB4266F,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,35.0,No,2000.0,FORD,RANGER,39.121017,-77.158488,17:30:00,Tuesday,2023-11-07
MCP3190005K,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,C7569A52-0AE0-47CB-86A8-7BC33D7BD4BE,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,30.0,No,2020.0,TOYOTA,COROLLA,39.14974674,-77.05788602,11:25:00,Wednesday,2023-11-29
MCP320000B1,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A4F3B1DE-0905-4AC7-87E5-AB67096F7B56,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ELEVEN OCLOCK,OTHER,MOVING CONSTANT SPEED,West,35.0,No,2000.0,FORD,UTILIMASTER,39.00446217,-77.18641717,12:39:00,Friday,2023-11-24
DD562000B7,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CE8CB8BB-9D15-4EDB-9666-237726B55CF1,Unknown,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30.0,No,2024.0,HONDA,CRV,39.08286898,-77.1511339,07:35:00,Tuesday,2023-10-24
MCP2814003Z,Property Damage Crash,,SAME DIR REAR END,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,42CE113F-854C-4819-8671-5AB382137F89,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,South,45.0,No,1997.0,FORD,CLUB WAGON,39.15977142,-77.21821351,13:38:00,Thursday,2023-09-07
MCP3074005X,Property Damage Crash,,SAME DIR REAR END,CLEAR,,DARK LIGHTS ON,STOP SIGN,,,14C50C4D-FED5-4662-9FE4-95ACEE669961,Yes,NO APPARENT INJURY,,BY OTHER OCCUPANTS,MD,SUPERFICIAL,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",ACCELERATING,South,10.0,No,2020.0,HINO,195,39.0101515,-77.04161033,19:07:00,Tuesday,2023-10-10
MCP292300BD,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B632B815-781F-4EE3-996D-9DCC5C5CB0FF,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35.0,No,2014.0,BMW,428,39.1842335,-77.26373167,15:06:00,Wednesday,2023-12-13
MCP2723007W,Injury Crash,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A5CABD06-E1B3-4DF5-A90E-B39A790D63AA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35.0,No,2008.0,TOYOTA,HIGHLANDER,39.07809167,-77.07184667,16:50:00,Thursday,2023-09-28
MCP3290002N,Injury Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8F9D6FDB-90E5-474F-AD2F-6834B278D9E6,No,SUSPECTED MINOR INJURY,,UNKNOWN,MD,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,South,35.0,No,2016.0,FORD,ESCAPE,38.98657988,-77.02676019,05:00:00,Saturday,2023-11-18
MCP32770035,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,BCF92946-85CD-43B6-9259-0D5A6B833553,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35.0,No,2016.0,TOYT,SD,39.15236833,-77.21185917,17:32:00,Monday,2023-08-21
MCP32950031,Property Damage Crash,,OTHER,RAINING,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,4C558DB4-5B95-405A-BFC7-D9F77DE00C15,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,FIVE OCLOCK,PASSENGER CAR,BACKING,West,25.0,No,2016.0,TOYOTA,COROLLA,39.082419,-76.941733,23:24:00,Monday,2023-08-07
MCP2612005H,Property Damage Crash,,SAME DIRECTION SIDESWIPE,,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,DD4863A6-14BC-4A67-9388-38FCA35F90DF,Yes,NO APPARENT INJURY,,UNKNOWN,XX,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,20.0,No,2003.0,TOYOTA,CAMRY,39.06994436,-77.08771386,18:50:00,Thursday,2023-11-02
MCP3113005G,Property Damage Crash,,HEAD ON LEFT TURN,CLOUDY,DRY,DAWN,TRAFFIC SIGNAL,,,173DDFB8-D188-4694-9B75-C7D9E42BFFC5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30.0,No,2014.0,SUBARU,LEGACY,39.0560832,-76.95418576,07:00:00,Thursday,2023-10-19
MCP3228005J,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EBE7AE80-3C11-4272-B92B-CFFFE07799E1,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SKIDDING,North,50.0,No,2005.0,TOYT,COROLLA S,39.05594483,-76.971559,11:30:00,Sunday,2023-12-10
DM85030010,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,F1466BE1-F4CB-4642-9D92-D69F1EE0FCA5,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2013.0,HONDA,CIVIC,38.9874774,-76.98782174,08:05:00,Tuesday,2023-10-10
MCP29460063,Injury Crash,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3C53885A-DDA5-415C-9B4A-12D1DD409793,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,45.0,No,2015.0,HYUNDAI,SONATA,39.200253,-77.2584485,09:01:00,Friday,2023-11-10
MCP3264003X,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,243FB904-5341-4308-9815-EC280E283793,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2018.0,INFINITI,QX30,38.99320167,-77.026845,13:35:00,Monday,2023-07-31
MCP3190005C,Property Damage Crash,,SAME DIRECTION RIGHT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9B25C39B-289F-4642-9711-7C7E412C4097,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40.0,No,2006.0,MACK,TRUCK,39.13695333,-77.069205,09:53:00,Thursday,2023-09-21
MCP2231007N,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,2019372C-5996-4732-88D2-9852A6C67C34,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40.0,No,2017.0,TOYOTA,RAV4,39.12477,-77.24711,08:51:00,Wednesday,2023-12-20
MCP27030032,Property Damage Crash,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,,,8942F5FB-4BD7-498A-84B4-54CDA6709D88,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30.0,No,2020.0,TOYOTA,RAV4,38.99696707,-77.02878453,21:00:00,Wednesday,2023-09-13
MCP209400MW,Injury Crash,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,709B730A-701F-4348-A595-93806E0514CA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35.0,No,2010.0,KIA,OPTIMA,38.99925333,-77.07656667,11:08:00,Tuesday,2023-11-07
MCP2844005J,Injury Crash,,SINGLE VEHICLE,FOGGY,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,ALCOHOL CONTRIBUTED,,64884B9C-4761-4262-9DB0-72FED3FFFE37,Yes,SUSPECTED MINOR INJURY,,OTHER DISTRACTION,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,OTHER,West,25.0,No,2014.0,CHEVY,VAN,39.04511319,-77.08192951,01:13:00,Wednesday,2021-12-22
